千代田,1854
中央,5679
港,10025
新宿,18486
文京,5325
台東,6561
墨田,7253
江東,13211
品川,12051
目黒,10244
大田,19400
世田谷,27872
渋谷,9898
中野,12073
杉並,15579
豊島,10718
北,9459
荒川,5729
板橋,14511
練馬,17642
足立,17804
葛飾,12396
江戸川,18263
八王子,9839
立川,3250
武蔵野,3165
三鷹,3732
青梅,1668
府中,4371
昭島,1857
調布,4613
町田,7131
小金井,2176
小平,2942
日野,2836
東村山,2119
国分寺,2095
国立,1106
福生,1141
狛江,1466
東大和,1204
清瀬,1042
東久留米,1841
武蔵村山,1060
多摩,2112
稲城,1502
羽村,843
あきる野,1140
西東京,4087
瑞穂,412
日の出,167
檜原,12
奥多摩,55
大島,72
利島,1
新島,14
神津島,2
三宅,13
御蔵島,2
八丈,16
青ヶ島,0
小笠原,12
都外,29344
調査中,186
