千代田,8586
中央,24712
港,38334
新宿,53990
文京,26769
台東,25504
墨田,33364
江東,62575
品川,52610
目黒,39075
大田,88035
世田谷,116723
渋谷,34979
中野,44995
杉並,65245
豊島,38456
北,43083
荒川,27266
板橋,66844
練馬,82974
足立,80379
葛飾,54459
江戸川,86855
八王子,50174
立川,16648
武蔵野,14745
三鷹,18630
青梅,9010
府中,24489
昭島,10604
調布,23751
町田,36608
小金井,11168
小平,16439
日野,16484
東村山,11468
国分寺,11833
国立,6377
福生,5211
狛江,8294
東大和,6865
清瀬,5159
東久留米,9899
武蔵村山,6617
多摩,11271
稲城,8433
羽村,4367
あきる野,6044
西東京,20091
瑞穂,2559
日の出,1424
檜原,75
奥多摩,221
大島,289
利島,14
新島,61
神津島,99
三宅,32
御蔵島,14
八丈,172
青ヶ島,0
小笠原,115
都外,124555
調査中,1199
