千代田,730
中央,2205
港,4440
新宿,7590
文京,2071
台東,2529
墨田,2734
江東,4415
品川,3913
目黒,3683
大田,6935
世田谷,9792
渋谷,3941
中野,4449
杉並,5436
豊島,3562
北,3030
荒川,2188
板橋,5102
練馬,6037
足立,6466
葛飾,4852
江戸川,5741
八王子,3240
立川,1060
武蔵野,1066
三鷹,1312
青梅,726
府中,1485
昭島,687
調布,1627
町田,2184
小金井,768
小平,916
日野,968
東村山,663
国分寺,634
国立,348
福生,415
狛江,494
東大和,391
清瀬,308
東久留米,548
武蔵村山,320
多摩,728
稲城,449
羽村,304
あきる野,450
西東京,1332
瑞穂,158
日の出,78
檜原,6
奥多摩,21
大島,23
利島,0
新島,0
神津島,1
三宅,4
御蔵島,2
八丈,7
青ヶ島,0
小笠原,4
都外,10784
調査中,74
