千代田,5758
中央,17565
港,27568
新宿,40575
文京,18119
台東,18490
墨田,23506
江東,43484
品川,37586
目黒,28037
大田,64155
世田谷,82326
渋谷,25822
中野,32884
杉並,46712
豊島,28106
北,29888
荒川,19696
板橋,48893
練馬,59993
足立,58813
葛飾,40650
江戸川,65178
八王子,37720
立川,11981
武蔵野,10597
三鷹,13395
青梅,6437
府中,17905
昭島,7546
調布,16352
町田,25985
小金井,7786
小平,11421
日野,12133
東村山,8294
国分寺,8145
国立,4366
福生,3813
狛江,5869
東大和,4890
清瀬,3760
東久留米,6929
武蔵村山,4974
多摩,8187
稲城,5999
羽村,3191
あきる野,4202
西東京,14270
瑞穂,1816
日の出,978
檜原,66
奥多摩,170
大島,177
利島,1
新島,23
神津島,46
三宅,17
御蔵島,2
八丈,118
青ヶ島,0
小笠原,22
都外,90858
調査中,1048
