千代田,1885
中央,5762
港,10242
新宿,18740
文京,5411
台東,6695
墨田,7364
江東,13355
品川,12197
目黒,10402
大田,19671
世田谷,28323
渋谷,10062
中野,12292
杉並,15819
豊島,10859
北,9588
荒川,5882
板橋,14706
練馬,17812
足立,18031
葛飾,12502
江戸川,18457
八王子,9938
立川,3296
武蔵野,3222
三鷹,3781
青梅,1684
府中,4437
昭島,1876
調布,4667
町田,7232
小金井,2208
小平,2982
日野,2866
東村山,2141
国分寺,2120
国立,1119
福生,1156
狛江,1494
東大和,1220
清瀬,1048
東久留米,1861
武蔵村山,1070
多摩,2140
稲城,1518
羽村,853
あきる野,1153
西東京,4128
瑞穂,414
日の出,168
檜原,12
奥多摩,55
大島,73
利島,1
新島,14
神津島,2
三宅,13
御蔵島,2
八丈,16
青ヶ島,0
小笠原,12
都外,29659
調査中,187
