千代田,1618
中央,5001
港,9132
新宿,15678
文京,4631
台東,5654
墨田,6224
江東,11354
品川,9614
目黒,8929
大田,16183
世田谷,24153
渋谷,8752
中野,10588
杉並,13583
豊島,8997
北,7733
荒川,4894
板橋,12373
練馬,14843
足立,14925
葛飾,10344
江戸川,14984
八王子,8044
立川,2796
武蔵野,2678
三鷹,3156
青梅,1320
府中,3584
昭島,1537
調布,3962
町田,5870
小金井,1867
小平,2438
日野,2390
東村山,1721
国分寺,1744
国立,933
福生,893
狛江,1244
東大和,962
清瀬,807
東久留米,1520
武蔵村山,872
多摩,1771
稲城,1223
羽村,624
あきる野,938
西東京,3506
瑞穂,343
日の出,146
檜原,12
奥多摩,44
大島,63
利島,1
新島,14
神津島,1
三宅,11
御蔵島,2
八丈,14
青ヶ島,0
小笠原,10
都外,23709
調査中,200
