千代田,5942
中央,18185
港,28462
新宿,41661
文京,18818
台東,19020
墨田,24194
江東,44902
品川,38725
目黒,28936
大田,66488
世田谷,85255
渋谷,26532
中野,33895
杉並,48234
豊島,28889
北,31263
荒川,20321
板橋,50243
練馬,62098
足立,60651
葛飾,42011
江戸川,67107
八王子,38990
立川,12409
武蔵野,10854
三鷹,13803
青梅,6647
府中,18526
昭島,7838
調布,16947
町田,26825
小金井,8121
小平,11890
日野,12619
東村山,8600
国分寺,8592
国立,4550
福生,3915
狛江,6034
東大和,5072
清瀬,3871
東久留米,7194
武蔵村山,5179
多摩,8422
稲城,6278
羽村,3278
あきる野,4361
西東京,14883
瑞穂,1867
日の出,1055
檜原,66
奥多摩,171
大島,190
利島,1
新島,23
神津島,51
三宅,17
御蔵島,6
八丈,119
青ヶ島,0
小笠原,22
都外,93860
調査中,1050
