千代田,3246
中央,9703
港,15069
新宿,27454
文京,9211
台東,10454
墨田,11933
江東,21384
品川,19729
目黒,16279
大田,31440
世田谷,43813
渋谷,15821
中野,19157
杉並,24775
豊島,16365
北,15039
荒川,10899
板橋,24829
練馬,28020
足立,28832
葛飾,19774
江戸川,30074
八王子,16274
立川,5415
武蔵野,5112
三鷹,6021
青梅,2590
府中,7309
昭島,3194
調布,7626
町田,11697
小金井,3529
小平,5145
日野,4791
東村山,3570
国分寺,3312
国立,1848
福生,1968
狛江,2470
東大和,1960
清瀬,1851
東久留米武蔵村山,2935
多摩,3426
稲城,2444
羽村,1327
あきる野,1877
西東京,6633
瑞穂,643
日の出,337
檜原,42
奥多摩,70
大島,82
利島,1
新島,16
神津島,2
三宅,16
御蔵島,2
八丈,51
青ヶ島,0
小笠原,17
都外,42416
調査中,592
