千代田,1860
中央,5694
港,10072
新宿,18533
文京,5351
台東,6577
墨田,7271
江東,13228
品川,12077
目黒,10275
大田,19446
世田谷,27969
渋谷,9918
中野,12099
杉並,15614
豊島,10738
北,9487
荒川,5745
板橋,14537
練馬,17668
足立,17824
葛飾,12410
江戸川,18285
八王子,9847
立川,3254
武蔵野,3170
三鷹,3735
青梅,1670
府中,4378
昭島,1859
調布,4624
町田,7143
小金井,2179
小平,2945
日野,2840
東村山,2124
国分寺,2101
国立,1108
福生,1143
狛江,1474
東大和,1207
清瀬,1042
東久留米,1845
武蔵村山,1061
多摩,2114
稲城,1502
羽村,845
あきる野,1140
西東京,4092
瑞穂,412
日の出,168
檜原,12
奥多摩,55
大島,72
利島,1
新島,14
神津島,2
三宅,13
御蔵島,2
八丈,16
青ヶ島,0
小笠原,12
都外,29410
調査中,186
