千代田,4528
中央,13722
港,22390
新宿,34181
文京,13479
台東,14886
墨田,17942
江東,32170
品川,28838
目黒,22667
大田,47772
世田谷,61964
渋谷,20747
中野,26061
杉並,35510
豊島,22359
北,21718
荒川,15449
板橋,37185
練馬,43027
足立,42777
葛飾,29930
江戸川,47933
八王子,25175
立川,8354
武蔵野,7725
三鷹,9758
青梅,4245
府中,12450
昭島,5007
調布,11570
町田,18188
小金井,5372
小平,8053
日野,7677
東村山,5630
国分寺,5358
国立,3013
福生,2811
狛江,4102
東大和,3405
清瀬,2653
東久留米武蔵村山,4798
多摩,5652
稲城,4070
羽村,2096
あきる野,2818
西東京,9697
瑞穂,1127
日の出,556
檜原,54
奥多摩,122
大島,105
利島,1
新島,19
神津島,7
三宅,17
御蔵島,2
八丈,108
青ヶ島,0
小笠原,21
都外,63481
調査中,926
