千代田,7883
中央,22924
港,35493
新宿,50596
文京,24242
台東,23518
墨田,30470
江東,57350
品川,48920
目黒,36057
大田,82183
世田谷,107875
渋谷,32574
中野,41782
杉並,60355
豊島,35720
北,40103
荒川,25239
板橋,62627
練馬,77646
足立,76271
葛飾,51427
江戸川,81415
八王子,47703
立川,15571
武蔵野,13746
三鷹,17219
青梅,8618
府中,23026
昭島,10052
調布,21883
町田,34290
小金井,10288
小平,15608
日野,15490
東村山,10937
国分寺,11119
国立,5869
福生,4902
狛江,7781
東大和,6449
清瀬,4884
東久留米,9398
武蔵村山,6361
多摩,10537
稲城,7891
羽村,4195
あきる野,5729
西東京,18930
瑞穂,2446
日の出,1353
檜原,71
奥多摩,214
大島,267
利島,5
新島,44
神津島,93
三宅,19
御蔵島,13
八丈,168
青ヶ島,0
小笠原,76
都外,120377
調査中,1175
