千代田,1709
中央,5333
港,9531
新宿,16626
文京,4928
台東,6081
墨田,6708
江東,12251
品川,10348
目黒,9553
大田,17785
世田谷,25968
渋谷,9288
中野,11279
杉並,14614
豊島,9774
北,8503
荒川,5333
板橋,13389
練馬,16061
足立,16075
葛飾,11319
江戸川,16560
八王子,8838
立川,3004
武蔵野,2915
三鷹,3446
青梅,1481
府中,3916
昭島,1668
調布,4314
町田,6417
小金井,1977
小平,2691
日野,2606
東村山,1916
国分寺,1910
国立,1034
福生,980
狛江,1376
東大和,1076
清瀬,920
東久留米,1650
武蔵村山,974
多摩,1959
稲城,1360
羽村,714
あきる野,1019
西東京,3767
瑞穂,372
日の出,152
檜原,12
奥多摩,52
大島,66
利島,1
新島,14
神津島,1
三宅,13
御蔵島,2
八丈,15
青ヶ島,0
小笠原,10
都外,25975
調査中,212
