千代田,7087
中央,21160
港,32650
新宿,47079
文京,22186
台東,21840
墨田,27857
江東,52493
品川,45134
目黒,33275
大田,76362
世田谷,99057
渋谷,30311
中野,38644
杉並,55832
豊島,33058
北,36970
荒川,23333
板橋,58062
練馬,72013
足立,70225
葛飾,48157
江戸川,76353
八王子,44554
立川,14306
武蔵野,12665
三鷹,15897
青梅,7848
府中,21522
昭島,9337
調布,20014
町田,31325
小金井,9572
小平,14318
日野,14452
東村山,10083
国分寺,10242
国立,5369
福生,4497
狛江,7102
東大和,5841
清瀬,4535
東久留米,8616
武蔵村山,5882
多摩,9655
稲城,7420
羽村,3925
あきる野,5313
西東京,17328
瑞穂,2200
日の出,1233
檜原,70
奥多摩,201
大島,214
利島,1
新島,34
神津島,83
三宅,18
御蔵島,13
八丈,122
青ヶ島,0
小笠原,70
都外,110951
調査中,1130
