千代田,5994
中央,18313
港,28644
新宿,41971
文京,18983
台東,19131
墨田,24395
江東,45342
品川,39102
目黒,29201
大田,67038
世田谷,86020
渋谷,26719
中野,34127
杉並,48899
豊島,29124
北,31584
荒川,20449
板橋,50874
練馬,62665
足立,61353
葛飾,42516
江戸川,67551
八王子,39400
立川,12517
武蔵野,11001
三鷹,13981
青梅,6751
府中,18778
昭島,7895
調布,17192
町田,27136
小金井,8255
小平,12023
日野,12751
東村山,8692
国分寺,8694
国立,4581
福生,3971
狛江,6137
東大和,5119
清瀬,3913
東久留米,7280
武蔵村山,5226
多摩,8513
稲城,6365
羽村,3338
あきる野,4458
西東京,15029
瑞穂,1891
日の出,1084
檜原,66
奥多摩,173
大島,193
利島,1
新島,23
神津島,51
三宅,17
御蔵島,7
八丈,119
青ヶ島,0
小笠原,22
都外,94617
調査中,1056
