千代田,1730
中央,5399
港,9612
新宿,16876
文京,5008
台東,6185
墨田,6815
江東,12524
品川,10601
目黒,9738
大田,18175
世田谷,26427
渋谷,9405
中野,11493
杉並,14838
豊島,9986
北,8716
荒川,5422
板橋,13657
練馬,16430
足立,16395
葛飾,11530
江戸川,16958
八王子,9040
立川,3059
武蔵野,2955
三鷹,3514
青梅,1525
府中,4008
昭島,1709
調布,4381
町田,6558
小金井,2002
小平,2747
日野,2641
東村山,1968
国分寺,1954
国立,1047
福生,1005
狛江,1395
東大和,1099
清瀬,954
東久留米,1700
武蔵村山,995
多摩,1996
稲城,1391
羽村,735
あきる野,1036
西東京,3840
瑞穂,375
日の出,153
檜原,12
奥多摩,52
大島,66
利島,1
新島,14
神津島,2
三宅,13
御蔵島,2
八丈,15
青ヶ島,0
小笠原,11
都外,26505
調査中,200
