千代田,1832
中央,5609
港,9915
新宿,17720
文京,5228
台東,6492
墨田,7134
江東,13101
品川,11435
目黒,10128
大田,19125
世田谷,27601
渋谷,9802
中野,11954
杉並,15441
豊島,10581
北,9285
荒川,5682
板橋,14414
練馬,17300
足立,17539
葛飾,12296
江戸川,18084
八王子,9670
立川,3226
武蔵野,3119
三鷹,3696
青梅,1664
府中,4321
昭島,1854
調布,4579
町田,6991
小金井,2110
小平,2917
日野,2788
東村山,2110
国分寺,2063
国立,1102
福生,1139
狛江,1445
東大和,1198
清瀬,1032
東久留米,1821
武蔵村山,1056
多摩,2091
稲城,1481
羽村,829
あきる野,1131
西東京,4055
瑞穂,409
日の出,165
檜原,12
奥多摩,55
大島,72
利島,1
新島,14
神津島,2
三宅,13
御蔵島,2
八丈,15
青ヶ島,0
小笠原,11
都外,28637
調査中,182
