千代田,2374
中央,6963
港,11901
新宿,22246
文京,6768
台東,8076
墨田,8897
江東,15659
品川,14748
目黒,12370
大田,23590
世田谷,33376
渋谷,12191
中野,14820
杉並,18986
豊島,12718
北,11126
荒川,7621
板橋,18002
練馬,21007
足立,21722
葛飾,14877
江戸川,21963
八王子,12191
立川,3984
武蔵野,3919
三鷹,4500
青梅,1979
府中,5321
昭島,2345
調布,5738
町田,8795
小金井,2642
小平,3729
日野,3484
東村山,2559
国分寺,2572
国立,1389
福生,1484
狛江,1815
東大和,1445
清瀬,1395
東久留米武蔵村山,2191
多摩,2558
稲城,1810
羽村,1034
あきる野,1399
西東京,5038
瑞穂,491
日の出,242
檜原,33
奥多摩,57
大島,74
利島,1
新島,16
神津島,2
三宅,14
御蔵島,2
八丈,18
青ヶ島,0
小笠原,14
都外,33255
調査中,303
