千代田,5171
中央,15597
港,24925
新宿,37216
文京,15812
台東,16771
墨田,20818
江東,37723
品川,32939
目黒,25419
大田,56031
世田谷,71456
渋谷,23081
中野,29416
杉並,41267
豊島,25156
北,25793
荒川,17554
板橋,43116
練馬,51331
足立,50897
葛飾,35585
江戸川,56891
八王子,31737
立川,10163
武蔵野,9228
三鷹,11656
青梅,5432
府中,15211
昭島,6364
調布,14048
町田,22003
小金井,6619
小平,9905
日野,10221
東村山,6897
国分寺,6761
国立,3711
福生,3298
狛江,5071
東大和,4251
清瀬,3144
東久留米武蔵村山,5834
多摩,6902
稲城,4953
羽村,2710
あきる野,3564
西東京,11786
瑞穂,1535
日の出,761
檜原,62
奥多摩,151
大島,141
利島,1
新島,22
神津島,26
三宅,16
御蔵島,2
八丈,116
青ヶ島,0
小笠原,22
都外,77320
調査中,997
