千代田,5495
中央,16601
港,26327
新宿,39014
文京,17086
台東,17724
墨田,22366
江東,40905
品川,35335
目黒,26812
大田,60479
世田谷,77206
渋谷,24498
中野,31234
杉並,44262
豊島,26708
北,27987
荒川,18687
板橋,46156
練馬,56283
足立,55123
葛飾,38414
江戸川,61654
八王子,35494
立川,11263
武蔵野,9941
三鷹,12647
青梅,5994
府中,16705
昭島,7045
調布,15263
町田,24271
小金井,7227
小平,10714
日野,11227
東村山,7706
国分寺,7567
国立,4086
福生,3595
狛江,5567
東大和,4614
清瀬,3523
東久留米武蔵村山,6416
多摩,7552
稲城,5489
羽村,2990
あきる野,3968
西東京,13267
瑞穂,1699
日の出,884
檜原,64
奥多摩,157
大島,158
利島,1
新島,22
神津島,27
三宅,16
御蔵島,2
八丈,118
青ヶ島,0
小笠原,22
都外,84439
調査中,1023
