千代田,2160
中央,6484
港,11384
新宿,20839
文京,6205
台東,7555
墨田,8250
江東,14898
品川,13761
目黒,11605
大田,21957
世田谷,31263
渋谷,11302
中野,13849
杉並,17783
豊島,11912
北,10424
荒川,6956
板橋,16504
練馬,19687
足立,20227
葛飾,13871
江戸川,20385
八王子,11196
立川,3710
武蔵野,3602
三鷹,4208
青梅,1854
府中,4945
昭島,2168
調布,5272
町田,8097
小金井,2468
小平,3437
日野,3246
東村山,2411
国分寺,2407
国立,1272
福生,1338
狛江,1696
東大和,1348
清瀬,1292
東久留米武蔵村山,2060
多摩,2375
稲城,1697
羽村,959
あきる野,1293
西東京,4715
瑞穂,461
日の出,216
檜原,26
奥多摩,55
大島,74
利島,1
新島,16
神津島,2
三宅,14
御蔵島,2
八丈,18
青ヶ島,0
小笠原,14
都外,32041
調査中,256
