千代田,1816
中央,5556
港,9835
新宿,17566
文京,5182
台東,6420
墨田,7068
江東,12976
品川,11292
目黒,10065
大田,18959
世田谷,27396
渋谷,9719
中野,11850
杉並,15343
豊島,10478
北,9167
荒川,5611
板橋,14278
練馬,17113
足立,17277
葛飾,12081
江戸川,17779
八王子,9547
立川,3196
武蔵野,3086
三鷹,3669
青梅,1637
府中,4274
昭島,1806
調布,4536
町田,6893
小金井,2087
小平,2884
日野,2759
東村山,2085
国分寺,2051
国立,1093
福生,1112
狛江,1431
東大和,1181
清瀬,1011
東久留米,1808
武蔵村山,1044
多摩,2070
稲城,1462
羽村,810
あきる野,1106
西東京,3996
瑞穂,404
日の出,158
檜原,12
奥多摩,55
大島,72
利島,1
新島,14
神津島,2
三宅,13
御蔵島,2
八丈,15
青ヶ島,0
小笠原,11
都外,28135
調査中,190
