千代田,5029
中央,15072
港,24188
新宿,36322
文京,15143
台東,16233
墨田,20000
江東,35839
品川,31720
目黒,24578
大田,53647
世田谷,68522
渋谷,22364
中野,28468
杉並,39650
豊島,24338
北,24679
荒川,16963
板橋,41231
練馬,48731
足立,48473
葛飾,33855
江戸川,54408
八王子,29832
立川,9593
武蔵野,8729
三鷹,11082
青梅,5128
府中,14301
昭島,6002
調布,13315
町田,20791
小金井,6228
小平,9402
日野,9558
東村山,6359
国分寺,6326
国立,3509
福生,3169
狛江,4774
東大和,4047
清瀬,2979
東久留米武蔵村山,5453
多摩,6531
稲城,4654
羽村,2521
あきる野,3314
西東京,10976
瑞穂,1399
日の出,666
檜原,62
奥多摩,141
大島,120
利島,1
新島,21
神津島,19
三宅,16
御蔵島,2
八丈,115
青ヶ島,0
小笠原,22
都外,73086
調査中,972
