千代田,1313
中央,4025
港,7759
新宿,12971
文京,3747
台東,4569
墨田,5024
江東,9006
品川,7438
目黒,7093
大田,12318
世田谷,18878
渋谷,7117
中野,8155
杉並,10697
豊島,6843
北,5937
荒川,3940
板橋,9696
練馬,11563
足立,11642
葛飾,7864
江戸川,11290
八王子,5792
立川,2094
武蔵野,2066
三鷹,2456
青梅,1049
府中,2750
昭島,1160
調布,3031
町田,4392
小金井,1482
小平,1808
日野,1723
東村山,1283
国分寺,1320
国立,691
福生,678
狛江,957
東大和,695
清瀬,600
東久留米,1087
武蔵村山,588
多摩,1393
稲城,887
羽村,479
あきる野,727
西東京,2666
瑞穂,253
日の出,125
檜原,10
奥多摩,28
大島,57
利島,0
新島,4
神津島,1
三宅,6
御蔵島,2
八丈,10
青ヶ島,0
小笠原,5
都外,18774
調査中,155
